timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-02T22:57:55,codecarbon,06f07b8e-1724-4075-8ce6-8fa4a165870d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.5842170999967493,4.003345694110879e-06,1.116937278747571e-06,14.0,0.0,2.931972026824951,1.3936562888872384e-05,0,2.913315237265104e-06,1.6849878126137486e-05,United Kingdom,GBR,scotland,,,Windows-10-10.0.22631-SP0,3.10.0,2.7.2,4,Intel(R) Core(TM) i3-8145U CPU @ 2.10GHz,,,-2.9775,56.4597,7.818592071533203,machine,N,1.0
2024-11-02T22:58:12,codecarbon,201c1fff-572f-4f8f-8c61-cabdad2878ea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.023008399999525864,2.0574266364868073e-08,8.942067403770817e-07,14.0,0.0,2.931972026824951,8.332216668350157e-08,0,3.2738725475574097e-09,8.659603923105898e-08,United Kingdom,GBR,scotland,,,Windows-10-10.0.22631-SP0,3.10.0,2.7.2,4,Intel(R) Core(TM) i3-8145U CPU @ 2.10GHz,,,-2.9775,56.4597,7.818592071533203,machine,N,1.0
